title,link,floor,area,bedrooms,terrace,parking,price,price_with_vat,availability,project,phase,building_floors,building_type,energy_class,building_structure,building_status,completion_date,sector,neighborhood
Apartament cu 3 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-3-camere-one-lake-club-sks2137/,Etaj 9 din 15,"102,91 m²",2 dormitoare,"8,70 m²",N/A,368.800 € + TVA,438.872 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2136/,Etaj 9 din 15,"38,82 m²",N/A,"9,70 m²",N/A,153.000 € + TVA,182.070 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 4 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-4-camere-one-lake-club-sks2171/,Etaj 14 din 15,"156,51 m²",3 dormitoare,"18,60 m²",N/A,845.000 € + TVA,1.005.550 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 4 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-4-camere-one-lake-club-sks2170/,Etaj 14 din 15,"156,51 m²",3 dormitoare,"18,60 m²",N/A,726.000 € + TVA,863.940 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 3 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-3-camere-one-lake-club-sks2169/,Etaj 13 din 15,"102,91 m²",2 dormitoare,"8,70 m²",N/A,437.800 € + TVA,520.982 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 2 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-2-camere-one-lake-club-sks2168/,Etaj 13 din 15,"63,37 m²",1 dormitor,"8,80 m²",N/A,293.000 € + TVA,348.670 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2167/,Etaj 13 din 15,"38,82 m²",N/A,"9,70 m²",N/A,186.000 € + TVA,221.340 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2166/,Etaj 13 din 15,"38,82 m²",N/A,"9,70 m²",N/A,186.000 € + TVA,221.340 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 2 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-2-camere-one-lake-club-sks2165/,Etaj 13 din 15,"63,37 m²",1 dormitor,"8,80 m²",N/A,263.000 € + TVA,312.970 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 3 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-3-camere-one-lake-club-sks2164/,Etaj 13 din 15,"102,91 m²",2 dormitoare,"8,70 m²",N/A,417.800 € + TVA,497.182 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 4 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-4-camere-one-lake-club-sks2163/,Etaj 13 din 15,"156,51 m²",3 dormitoare,"18,60 m²",N/A,799.000 € + TVA,950.810 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 4 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-4-camere-one-lake-club-sks2162/,Etaj 13 din 15,"156,51 m²",3 dormitoare,"18,60 m²",N/A,688.900 € + TVA,819.791 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 3 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-3-camere-one-lake-club-sks2161/,Etaj 12 din 15,"102,91 m²",2 dormitoare,"8,70 m²",N/A,419.000 € + TVA,498.610 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 2 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-2-camere-one-lake-club-sks2160/,Etaj 12 din 15,"63,37 m²",1 dormitor,"8,80 m²",N/A,275.000 € + TVA,327.250 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2159/,Etaj 12 din 15,"38,82 m²",N/A,"9,70 m²",N/A,180.400 € + TVA,214.676 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2158/,Etaj 12 din 15,"38,82 m²",N/A,"9,70 m²",N/A,180.400 € + TVA,214.676 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 2 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-2-camere-one-lake-club-sks2157/,Etaj 12 din 15,"63,37 m²",1 dormitor,"8,80 m²",N/A,245.000 € + TVA,291.550 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 3 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-3-camere-one-lake-club-sks2156/,Etaj 12 din 15,"102,91 m²",2 dormitoare,"8,70 m²",N/A,399.000 € + TVA,474.810 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 4 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-4-camere-one-lake-club-sks2155/,Etaj 12 din 15,"156,51 m²",3 dormitoare,"18,60 m²",N/A,745.000 € + TVA,886.550 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 4 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-4-camere-one-lake-club-sks2154/,Etaj 12 din 15,"156,51 m²",3 dormitoare,"18,60 m²",N/A,651.900 € + TVA,775.761 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 3 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-3-camere-one-lake-club-sks2153/,Etaj 11 din 15,"102,91 m²",2 dormitoare,"8,70 m²",N/A,400.800 € + TVA,476.952 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 2 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-2-camere-one-lake-club-sks2152/,Etaj 11 din 15,"63,37 m²",1 dormitor,"8,80 m²",N/A,261.000 € + TVA,310.590 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2151/,Etaj 11 din 15,"38,82 m²",N/A,"9,70 m²",N/A,170.800 € + TVA,203.252 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2150/,Etaj 11 din 15,"38,82 m²",N/A,"9,70 m²",N/A,170.800 € + TVA,203.252 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 2 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-2-camere-one-lake-club-sks2149/,Etaj 11 din 15,"63,37 m²",1 dormitor,"8,80 m²",N/A,231.000 € + TVA,274.890 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 3 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-3-camere-one-lake-club-sks2148/,Etaj 11 din 15,"102,91 m²",2 dormitoare,"8,70 m²",N/A,380.800 € + TVA,453.152 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2097/,Etaj 12 din 15,"38,82 m²",N/A,"9,70 m²",N/A,186.000 € + TVA,221.340 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 3 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-3-camere-one-lake-club-sks2096/,Etaj 12 din 15,"102,91 m²",2 dormitoare,"8,70 m²",N/A,459.000 € + TVA,546.210 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 3 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-3-camere-one-lake-club-sks2095/,Etaj 11 din 15,"102,91 m²",2 dormitoare,"8,70 m²",N/A,429.800 € + TVA,511.462 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 2 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-2-camere-one-lake-club-sks2094/,Etaj 11 din 15,"63,37 m²",1 dormitor,"8,80 m²",N/A,273.650 € + TVA,325.644 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2093/,Etaj 11 din 15,"38,82 m²",N/A,"9,70 m²",N/A,176.000 € + TVA,209.440 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2092/,Etaj 11 din 15,"38,82 m²",N/A,"9,70 m²",N/A,176.000 € + TVA,209.440 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 2 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-2-camere-one-lake-club-sks2091/,Etaj 11 din 15,"63,37 m²",1 dormitor,"8,80 m²",N/A,299.650 € + TVA,356.584 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 3 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-3-camere-one-lake-club-sks2090/,Etaj 11 din 15,"102,91 m²",2 dormitoare,"8,70 m²",N/A,429.800 € + TVA,511.462 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 3 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-3-camere-one-lake-club-sks2089/,Etaj 10 din 15,"102,91 m²",2 dormitoare,"8,70 m²",N/A,409.000 € + TVA,486.710 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 2 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-2-camere-one-lake-club-sks2088/,Etaj 10 din 15,"63,37 m²",1 dormitor,"8,80 m²",N/A,259.400 € + TVA,308.686 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2087/,Etaj 10 din 15,"38,82 m²",N/A,"9,70 m²",N/A,166.000 € + TVA,197.540 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2086/,Etaj 10 din 15,"38,82 m²",N/A,"9,70 m²",N/A,166.000 € + TVA,197.540 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 2 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-2-camere-one-lake-club-sks2085/,Etaj 10 din 15,"63,37 m²",1 dormitor,"8,80 m²",N/A,279.400 € + TVA,332.486 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Apartament cu 2 camere de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/apartament-2-camere-one-lake-club-sks2083/,Etaj 9 din 15,"63,37 m²",1 dormitor,"8,80 m²",N/A,249.900 € + TVA,297.381 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2082/,Etaj 9 din 15,"38,82 m²",N/A,"9,70 m²",N/A,158.000 € + TVA,188.020 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
Garsonieră de vânzare în One Lake Club,https://skia.one.ro/ro/vanzare/garsoniera-one-lake-club-sks2081/,Etaj 9 din 15,"38,82 m²",N/A,"9,70 m²",N/A,158.000 € + TVA,188.020 €,Vânzare,One Lake Club,N/A,15,mixt,A,beton,în curs de construire,2025,Sector 2,N/A
