title,complex,address,price,price_per_mp,rooms,square_footage,floor_no,bathrooms,bedrooms
Sky Boulevard – schița apartament cu 3 camere apartament camere de la 81.01m2 - Korter.ro,Sky Boulevard,"str.Bulevardul Muncii, 69A, Cluj-Napoca(blocul)",174172,2150,3,81.012,0,0,0
Sky Boulevard – schița apartament cu 2 camere apartament camere de la 67.41m2 - Korter.ro,Sky Boulevard,"str.Bulevardul Muncii, 69A, Cluj-Napoca(blocul)",144932,2150,2,67.412,0,0,0
Sky Boulevard – schița apartament cu 2 camere apartament camere de la 67.8m2 - Korter.ro,Sky Boulevard,"str.Bulevardul Muncii, 69A, Cluj-Napoca(blocul)",0,0,2,67.82,0,0,0
Baciu Hills – schița apartament cu 3 camere apartament camere de la 71.29m2 - Korter.ro,Baciu Hills,"str.Galaxiei, 9, Cluj-Napoca(Bloc 1)",0,0,3,71.292,0,0,0
Solaris Eden – schița apartament cu 3 camere apartament camere de la 78.49m2 - Korter.ro,Solaris Eden,"str.Horea, 33, Cluj-Napoca(Solaris Eden)",182200,2321,3,78.492,0,0,0
West City Tower – schița apartament cu 1 camere apartament camere de la 51.47m2 - Korter.ro,West City Tower,"str.Calea Florești, 139, Cluj-Napoca(West City Tower)",0,0,1,51.472,0,0,0
West City Tower – schița apartament cu 3 camere apartament camere de la 107.03m2 - Korter.ro,West City Tower,"str.Calea Florești, 139, Cluj-Napoca(West City Tower)",0,0,3,107.032,0,0,0
West City Tower – schița apartament cu Penthouse camere de la 212.82m2 - Korter.ro,West City Tower,"str.Calea Florești, 139, Cluj-Napoca(West City Tower)",0,0,0,212.822,0,0,0
West City Tower – schița apartament cu 2 camere apartament camere de la 58.11m2 - Korter.ro,West City Tower,"str.Calea Florești, 139, Cluj-Napoca(West City Tower)",128000,2203,2,58.112,0,0,0
Solaris Eden – schița apartament cu 3 camere apartament camere de la 73.47m2 - Korter.ro,Solaris Eden,"str.Horea, 33, Cluj-Napoca(Solaris Eden)",152800,2080,3,73.472,0,0,0
M-Avenue – schița apartament cu 2 camere apartament camere de la 61.83m2 - Korter.ro,M-Avenue,"str.Teodor Mihali,45-51,zona Între Lacuri,Cluj-Napoca(M-Avenue)",0,0,2,61.832,0,0,0
Rhodium Residence Dorobantilor – schița apartament cu 3 camere apartament camere de la 110.0m2 - Korter.ro,Rhodium Residence Dorobantilor,"str.Dorobantilor, 111, Cluj-Napoca(bloc)",225000,2045,3,1102,0,0,0
Sky Boulevard – schița apartament cu 3 camere apartament camere de la 93.93m2 - Korter.ro,Sky Boulevard,"str.Bulevardul Muncii, 69A, Cluj-Napoca(blocul)",201950,2150,3,93.932,0,0,0
